,id,applicants,dcp-borough,dcp-femafloodzonea,dcp-projectname,dcp-projectbrief,dcp-ceqrnumber,dcp-publicstatus,dcp-noticeddate,bbls,ulurpnumbers,polygon
55,2021Q0433,25-01 Queens Plaza North,Queens,False,25-01 Queens Plaza North Authorization,"An authorization and easement certification to facilitate a new 26 story, 369,183 gsf, mixed-use development, including 359,190 residential gsf (413 DUs, 124 affordable) and 7,405 ground floor commercial gsf, is being sought by private applicant, Queens Plaza North New York, LLC (“Grubb Properties”), at 25-01 Queens Plaza North (Block 415, Lot 4) in Long Island City, Community District 1, Queens.",22DCP110Q,In Public Review,,"['4004150010', '4004150004']","['N220359ZAQ', 'N220360ZCQ']","[[-73.940111, 40.750995], [-73.939904, 40.75122], [-73.939749, 40.751387], [-73.93945, 40.751228], [-73.939527, 40.751144], [-73.939151, 40.751068], [-73.939472, 40.750718], [-73.940111, 40.750995]]"
56,2020Q0150,Mal Pal Realty Corp.,Queens,False,141-05 109th Ave. Rezoning,"This is a private application by Mal Pal Realty Corp. proposing a zoning map amendment from an R3A to R6B/C2-3 zoning district and a zoning map amendment to establish an MIH area to facilitate the development of a four-story, 92,779 sf mixed-use development with 60 dwelling units and 15,702 sf. of ground floor commercial space and 5,950 sf of community facility space at 141-05 109th Avenue in South Jamaica, Community District 12, Queens.",22DCP151Q,Noticed,2022-03-25T00:00:25.000Z,"['4100680215', '4100680205', '4100680200', '4100680210', '4100680213', '4100680214', '4100680216', '4100680218']","['220267ZMQ', 'N220268ZRQ']","[[-73.806759, 40.687902], [-73.806629, 40.687946], [-73.806509, 40.687987], [-73.806429, 40.688014], [-73.80641, 40.68802], [-73.806375, 40.688032], [-73.806309, 40.688054], [-73.8063, 40.688057], [-73.806174, 40.6881], [-73.806114, 40.68812], [-73.806047, 40.688143], [-73.805772, 40.688236], [-73.805593, 40.688297], [-73.805298, 40.688095], [-73.805631, 40.687982], [-73.805973, 40.687865], [-73.806158, 40.687802], [-73.806233, 40.687776], [-73.806268, 40.687765], [-73.806367, 40.687731], [-73.806487, 40.68769], [-73.806617, 40.687645], [-73.806759, 40.687902]]"
57,2021Q0137,Jay Segal,Queens,False,97-27 57th Ave. Commercial Overlay,"A zoning map amendment is being sought by a private applicant to map a C2-4 overlay at 97-27 57th Avenue in Corona, Community District 4, Queens. 
 ",22DCP144Q,In Public Review,2022-02-11T00:00:06.000Z,"['4019060043', '4019060043', '4019060001']",['C220250ZMQ'],"[[-73.862629, 40.738164], [-73.862462, 40.737746], [-73.863116, 40.737555], [-73.863313, 40.738037], [-73.862962, 40.738119], [-73.862971, 40.738141], [-73.862649, 40.738217], [-73.862629, 40.738164]]"
58,2020Q0278,Reform Temple of Forest Hills,Queens,False,Reform Temple of Forest Hills Rezoning,"A private applicant Werber Management, Inc. is seeking a map amendment from R1-2A to R7D and a text amendment to establish an MIH area to facilitate the development of a new 10-story, 126,000 zsf mixed use building, including 16,600 zsf of community facility space, 109,400 zsf of residential space, and 66 parking spaces at 71-11 112th Street  (Block 2246, Lot 31) in Forest Hills, Queens Community District 6.",22DCP188Q,Noticed,2022-03-25T00:00:23.000Z,"['4022460041', '4022460031']","['220274ZMQ', 'N220275ZRQ']","[[-73.838328, 40.72259], [-73.838922, 40.722413], [-73.839116, 40.722793], [-73.839185, 40.722928], [-73.838353, 40.723176], [-73.83828, 40.723119], [-73.838204, 40.723057], [-73.838166, 40.723014], [-73.838122, 40.72295], [-73.838121, 40.722947], [-73.837994, 40.72269], [-73.838328, 40.72259]]"
59,2021Q0306,Queens Realty Housing of NY Ltd,Queens,False,25-46 Far Rockaway Blvd Rezoning,"This is a private application by Queens Realty Housing of New York Limited requesting a zoning map amendment from an R4-1 to a R6B zoning district and a text amendment to establish an MIH area to facilitate a 5 story multifamily development with 40 dwelling units in Far Rockaway, Community District 14, Queens.",20DCP053Q,Noticed,2022-03-25T00:00:04.000Z,"['4157850054', '4157850004', '4157370010', '4157370001', '4157850007', '4157850055']","['200232ZMQ', 'N220330ZRQ']","[[-73.763079, 40.599337], [-73.763318, 40.599213], [-73.763526, 40.599468], [-73.763705, 40.599687], [-73.763487, 40.59979], [-73.763334, 40.599862], [-73.763185, 40.599679], [-73.76317, 40.599686], [-73.762942, 40.599407], [-73.763079, 40.599337]]"
60,2021Q0106,Kaufman BedRock Astoria I LLC,Queens,False,Innovation QNS Rezoning and LSGD,"Kaufman BedRock Astoria I LLC seeks a zoning map amendment from M1-1 and C4-2A to M1-4/R7X, M1-4/R7-3, M1-4/R9, and M1-5/R9-1, zoning text amendments, and Large-Scale General Development special permits for bulk modifications to facilitate a new, 5-block mixed-use development bounded by 35th Ave., 43rd St., Northern Blvd., 36th Ave., and 37th St. in Astoria, Community District 1, Queens.",21DCP180Q,In Public Review,2021-12-02T00:00:35.000Z,"['4006680036', '4006680046', '4006680040', '4006690036', '4006690013', '4006700030', '4006700047', '4006700004', '4006700036', '4006700033', '4006710020', '4006710008', '4006410009', '4006410001', '4006410004', '4006410052', '4006410051', '4006410056', '4006680038', '4006680005', '4006680002', '4006680001', '4006680045', '4006680042', '4006680043', '4006680143', '4006680044', '4006690001', '4006690016', '4006690003', '4006690041', '4006690007', '4006690008', '4006700027', '4006700008', '4006700020', '4006700039', '4006710018', '4006710016', '4006710023', '4006710012', '4006710001']","['C220370ZSQ', 'C220371ZSQ', 'C220372ZSQ', 'C220373ZSQ', 'C220374ZSQ', 'N220375LDQ', 'C220364ZMQ', 'C220365ZSQ', 'C220366ZSQ', 'N220367ZRQ', 'C220368ZSQ', 'C220369ZSQ']","[[-73.921471, 40.753367], [-73.921633, 40.753167], [-73.922032, 40.753082], [-73.922108, 40.753118], [-73.922417, 40.753262], [-73.922113, 40.753635], [-73.921924, 40.753867], [-73.921306, 40.754627], [-73.920998, 40.754482], [-73.920685, 40.754335], [-73.920873, 40.754104], [-73.921013, 40.753931], [-73.92113, 40.753787], [-73.921243, 40.753647], [-73.921359, 40.753505], [-73.921471, 40.753367]]"
61,2020Q0201,Mikhail Kantius,Queens,False,79-18 164th Street Rezoning,"This is a private application from Mikhaul Kantius requesting a zoning map amendment to replace an existing C1-3 overlay with a C2-3 overlay to facilitate the legalization of an existing medical laboratory at 79-20 164th Street in Hillcrest, Community District 8, Queens. ",22DCP130Q,In Public Review,2022-04-08T00:00:44.000Z,"['4068570069', '4068570071', '4068570053', '4068570064', '4068570052', '4068570051', '4068570072', '4068570034', '4068570067', '4068570065', '4068570061', '4068570036', '4068570062']",['C220414ZMQ'],"[[-73.804454, 40.720341], [-73.804808, 40.720288], [-73.804822, 40.720338], [-73.804823, 40.720344], [-73.804834, 40.720383], [-73.80484, 40.720409], [-73.804858, 40.720475], [-73.804875, 40.720541], [-73.804876, 40.720544], [-73.804893, 40.720607], [-73.804905, 40.720654], [-73.80491, 40.720673], [-73.804918, 40.720703], [-73.804927, 40.720739], [-73.805281, 40.720685], [-73.805298, 40.720751], [-73.805314, 40.720811], [-73.805369, 40.721018], [-73.805283, 40.721048], [-73.805179, 40.721085], [-73.80469, 40.721258], [-73.804618, 40.720978], [-73.804603, 40.720919], [-73.804576, 40.720813], [-73.804561, 40.720757], [-73.804534, 40.720652], [-73.80452, 40.720598], [-73.804479, 40.720437], [-73.804467, 40.720392], [-73.804454, 40.720341]]"
62,2020Q0105,Crescent Street Associates LLC,Queens,False,40-25 Crescent Street Rezoning,"A rezoning from M1-2/R5D and M1-2/R5B to M1-2/R6A, and related zoning text amendment to enable and establish MIH provisions within the Special LIC Mixed Use District, to facilitate a new seven-story mixed-use building with 175,000 sf, including 158,000 sf of residential floor area (233 DU including 60 affordable) and 17,000 sf of commercial and manufacturing floor area, is being sought by Crescent Street Associates, LLC at 40-25 Crescent Street in Long Island City, CD 1, Queens.",22DCP065Q,In Public Review,2022-03-25T00:00:33.000Z,"['4004060001', '4004060002', '4004060012', '4004060024', '4004060008', '4004060028', '4004060027', '4004060029', '4004060009', '4004060040', '4004060010', '4004060011', '4004060038']","['N220170ZRQ', 'C220169ZMQ']","[[-73.938141, 40.752158], [-73.938358, 40.751923], [-73.938436, 40.751965], [-73.938889, 40.752206], [-73.93897, 40.752249], [-73.938752, 40.752485], [-73.938705, 40.752536], [-73.938653, 40.752592], [-73.938614, 40.752635], [-73.938082, 40.753211], [-73.937914, 40.753393], [-73.937459, 40.753152], [-73.937382, 40.753111], [-73.9373, 40.753069], [-73.937522, 40.752829], [-73.937578, 40.752768], [-73.937993, 40.752319], [-73.938042, 40.752266], [-73.938141, 40.752158]]"
63,2019Q0127,HPD - NYC Dept of Housing Preservation & Development,Queens,True,Resilient Edgemere Community Initiative,"HPD-sponsored resilient neighborhood plan to shift development away from the neighborhood's vulnerable edge by a series of actions including zoning map amendments, zoning text amendments to establish an MIH area and two Special Coastal Risk Districts, UDAAP, 
Urban Renewal Area amendments to the land use map and geography, and disposition of four sites to facilitate resilient multi-family affordable housing in Edgemere, Community District 14, Queens.",21HPD009Q,In Public Review,2021-09-17T00:00:41.000Z,[],"['220232ZMQ', 'N220233ZRQ', '220235PPQ', '220236HAQ', '220237HUQ']",
64,2022Q0220,SBS - NYC Small Business Services,Queens,False,Sutphin Boulevard (Downtown Jamaica) BID Expansion,"(Map shows approximate boundary, please see Public Documents below for exact boundary)

An application from the Department of Small Business Services (SBS) to expand and amend the Sutphin Boulevard (Downtown Jamaica) Business Improvement District in Community District 12 of Queens. ",22SBS004Q,In Public Review,,"['4100920001', '4100920006', '4100930001', '4100970010', '4100970020', '4101000001', '4101010011', '4101550001', '4096760007', '4096760013', '4096760022', '4096760027', '4096760030', '4096760031', '4096760032', '4096760033', '4096760034', '4096760035', '4096760037', '4096770001', '4096770007', '4096770016', '4096770184', '4096770185', '4096770186', '4096770187', '4096770188', '4096770191', '4096780094', '4096780099', '4096780104', '4096780105', '4096780106', '4096780206', '4096790080', '4096790081', '4096790082', '4096790083', '4096790084', '4096790085', '4096790086', '4096790087', '4096790088', '4096790089', '4096790386', '4096800001', '4096820001', '4096880006', '4096880008', '4096880009', '4096880011', '4096880013', '4096880014', '4096880017', '4096900009', '4096900010', '4096900013', '4096900014', '4096900017', '4096900018', '4096910001', '4096920045', '4096920050', '4096920051', '4096920052', '4096920054', '4097541001', '4097541002', '4097540011', '4097540034', '4097540046', '4097540047', '4097540053', '4097540054', '4097540056', '4097540057', '4097560001', '4097560054', '4097560056', '4097560058', '4097560060', '4097570001', '4097570047', '4097570048', '4097570049', '4097601001', '4097601002', '4097600001', '4097600087', '4097610001', '4097610083', '4097610095', '4097930001', '4097930011', '4097930014', '4097940014', '4097940014', '4097940016', '4097940017', '4097940018', '4097940019', '4097940020', '4097940030', '4097940036', '4097940048', '4097940114', '4097950001', '4097950003', '4097950007', '4097950009', '4097950010', '4097950010', '4097950011', '4097950012', '4097950030', '4097950065', '4097950085', '4097950098', '4097950101', '4097950130', '4097960001', '4097960003', '4097960005', '4097960009', '4097960010', '4097960011', '4097960012', '4097960013', '4097960014', '4097960015', '4097960019', '4097990001', '4097990016', '4097990018', '4097990019', '4097990022', '4099870015', '4099870016', '4099870018', '4099880031', '4099880032', '4099880034', '4099880035', '4099880037', '4099940026', '4099940028', '4099940029', '4099940031', '4099940038', '4099940049', '4099940050', '4099940051', '4099940052', '4099940053', '4099940054', '4099940055', '4099940056', '4099940059', '4099940060', '4099940061', '4099950001', '4099960001', '4099960005', '4099960009', '4099970001', '4099970005', '4099970006', '4099970007', '4099970008', '4099970011', '4099981001', '4099981002', '4099981003', '4099981004', '4099980042', '4099980043', '4099980047', '4099980048', '4099980052', '4099980065', '4099980070', '4101010001', '4101010003', '4101010015', '4101010024', '4101010027', '4101020001', '4101020002', '4101020004', '4101020010', '4101020080', '4101510001', '4101510007', '4101510012', '4101510013', '4101510014', '4101510015', '4101510016', '4101510019', '4101510021', '4101510023', '4101510024', '4101510025', '4101510113', '4101550004', '4101550008', '4101550009', '4101550010', '4101550011', '4101550012', '4101560001', '4101560005', '4101560006', '4101560007', '4101560009', '4101560011', '4101560014', '4102090002', '4102090008', '4102090009', '4102090010', '4102090011', '4102090012', '4102090013', '4102090014', '4102100021', '4102100022', '4102100231', '4102100232', '4102100233', '4097607501', '4099987501', '4097541002', '4097547501']",['N220224BDQ'],"[[-73.806704, 40.699181], [-73.806834, 40.699134], [-73.80689, 40.69925], [-73.806933, 40.699339], [-73.806953, 40.699381], [-73.806978, 40.699434], [-73.807026, 40.699532], [-73.807054, 40.699591], [-73.807207, 40.699909], [-73.807237, 40.699971], [-73.807358, 40.700223], [-73.807498, 40.700514], [-73.807156, 40.700609], [-73.807091, 40.700627], [-73.807022, 40.700646], [-73.806954, 40.700665], [-73.806884, 40.700684], [-73.806821, 40.700702], [-73.806809, 40.700705], [-73.80668, 40.700726], [-73.806608, 40.700737], [-73.806534, 40.700748], [-73.806168, 40.700803], [-73.806095, 40.700814], [-73.806095, 40.700815], [-73.805553, 40.700973], [-73.805479, 40.700994], [-73.804876, 40.70117], [-73.804681, 40.701227], [-73.804217, 40.701363], [-73.804157, 40.701268], [-73.804135, 40.701236], [-73.804131, 40.701229], [-73.804093, 40.701171], [-73.804052, 40.701104], [-73.804044, 40.701091], [-73.804019, 40.70105], [-73.803989, 40.701001], [-73.803958, 40.700945], [-73.803923, 40.700886], [-73.803689, 40.700478], [-73.803783, 40.700443], [-73.803692, 40.700286], [-73.804025, 40.700164], [-73.805079, 40.699777], [-73.805243, 40.699717], [-73.805401, 40.699659], [-73.805566, 40.699599], [-73.806632, 40.699208], [-73.806704, 40.699181]]"
65,2020Q0446,Robert Thomas,Queens,False,78-46 Metropolitan Avenue Rezoning ,"A rezoning from R5D to an R5D/C2-3 zoning district to bring the existing legal non-conforming ground floor use into conformance and facilitate the development of two new residential units above, is being sought by Robert Thomas at 78-46 Metropolitan Avenue, in the Middle Village neighborhood, Community District 5, Queens.",22DCP092Q,In Public Review,2022-03-25T00:00:13.000Z,"['4037760030', '4037760031']",['C220133ZMQ'],"[[-73.873832, 40.712839], [-73.873854, 40.713127], [-73.873764, 40.713131], [-73.873674, 40.713135], [-73.873652, 40.712847], [-73.873742, 40.712843], [-73.873768, 40.712842], [-73.873832, 40.712839]]"
66,2020Q0378,BG Sutphin LLC,Queens,False,97-04 Sutphin Boulevard Rezoning,"A proposed zoning map amendment from C4-5X/DJ to C6-3/DJ and zoning text amendment to establish an MIH area to facilitate a new, approx. 173-unit senior affordable housing development with approximately 15,000 SF of community facility space is sought by BG Sutphin LLC at 97-04 Sutphin Boulevard in Jamaica, Community District 12, Queens.",21DCP095Q,In Public Review,2021-06-25T00:00:00.000Z,"['4100300006', '4100300001']","['C210213ZMQ', 'N210214ZRQ']","[[-73.806133, 40.696701], [-73.806294, 40.696641], [-73.806457, 40.696899], [-73.806295, 40.696956], [-73.8058, 40.697131], [-73.805642, 40.696881], [-73.805969, 40.696761], [-73.806133, 40.696701]]"
67,P2017Q0237,DEP - New York City Department of Environmental Protection,Queens,False,DEP Clearview Pump Station - City Map Change,"An application by the New York City Department of Environmental Protection involving the elimination of a portion of the Clearview Expressway in Community District 7, Borough of Queens in order to facilitate the reconstruction of a DEP sewer pump station.",17DEP057Q,In Public Review,2021-07-16T00:00:37.000Z,['4058400100'],['C200122MMQ'],"[[-73.788779, 40.787296], [-73.788772, 40.787295], [-73.788655, 40.787281], [-73.788636, 40.787194], [-73.788635, 40.787189], [-73.788469, 40.786418], [-73.788434, 40.786254], [-73.788004, 40.785899], [-73.787697, 40.785624], [-73.787294, 40.785225], [-73.786486, 40.785342], [-73.786482, 40.785342], [-73.786134, 40.785393], [-73.786119, 40.785309], [-73.786079, 40.7851], [-73.786048, 40.784938], [-73.786022, 40.784804], [-73.786002, 40.784697], [-73.785998, 40.784668], [-73.785997, 40.784664], [-73.785996, 40.784661], [-73.785813, 40.783324], [-73.785764, 40.783052], [-73.785667, 40.782511], [-73.785555, 40.781886], [-73.785372, 40.780769], [-73.78535, 40.78044], [-73.785158, 40.779494], [-73.785051, 40.778963], [-73.786024, 40.778638], [-73.786433, 40.77852], [-73.786677, 40.778441], [-73.78683, 40.778392], [-73.786855, 40.778383], [-73.787113, 40.778288], [-73.787465, 40.778161], [-73.787857, 40.778024], [-73.788261, 40.777886], [-73.78834, 40.777869], [-73.788433, 40.777848], [-73.788535, 40.777826], [-73.788691, 40.777784], [-73.788986, 40.777699], [-73.78901, 40.777692], [-73.789139, 40.777654], [-73.789201, 40.777636], [-73.789297, 40.777607], [-73.789445, 40.777562], [-73.78961, 40.777512], [-73.789617, 40.77751], [-73.789772, 40.777468], [-73.789931, 40.777425], [-73.790098, 40.777379], [-73.790256, 40.777327], [-73.790343, 40.777298], [-73.790649, 40.777236], [-73.790656, 40.777244], [-73.790665, 40.777255], [-73.790673, 40.777268], [-73.790681, 40.777282], [-73.790687, 40.777299], [-73.790706, 40.777419], [-73.790953, 40.779028], [-73.790954, 40.779039], [-73.790985, 40.779242], [-73.79108, 40.779879], [-73.791098, 40.780001], [-73.791269, 40.781012], [-73.791323, 40.781332], [-73.791438, 40.781961], [-73.791466, 40.782111], [-73.791489, 40.782233], [-73.791571, 40.782653], [-73.791578, 40.782689], [-73.791691, 40.783319], [-73.791705, 40.783382], [-73.791791, 40.783766], [-73.791811, 40.783857], [-73.791816, 40.783905], [-73.791828, 40.784005], [-73.791845, 40.784206], [-73.791905, 40.784463], [-73.792, 40.784875], [-73.792036, 40.785121], [-73.79208, 40.785414], [-73.792076, 40.785457], [-73.792042, 40.785562], [-73.791996, 40.785667], [-73.791966, 40.785762], [-73.791954, 40.785866], [-73.791961, 40.785923], [-73.792042, 40.786413], [-73.791774, 40.786588], [-73.791546, 40.78678], [-73.791009, 40.787297], [-73.790849, 40.787437], [-73.790699, 40.787538], [-73.790523, 40.787642], [-73.79044, 40.787684], [-73.790282, 40.787765], [-73.789565, 40.788107], [-73.789519, 40.788095], [-73.789802, 40.787448], [-73.789592, 40.787386], [-73.789583, 40.787401], [-73.788779, 40.787296]]"
68,2020Q0130,Anthony Lim,Queens,False,43rd Avenue Demapping,Private application proposing the demapping of a portion of 43rd avenue between 222nd Street and 223rd Street in Queens CD 11 in order to remove the encroachment of the applicants retaining wall in the mapped street.,22DCP173Q,Noticed,2022-02-11T00:00:03.000Z,"['4063280017', '4063280022']",['210323MMQ'],"[[-73.759641, 40.763053], [-73.759275, 40.763109], [-73.758931, 40.76316], [-73.758906, 40.763069], [-73.759249, 40.763017], [-73.75925, 40.763019], [-73.759614, 40.762964], [-73.759641, 40.763053]]"
69,2022R0222,John Piccolo,Staten Island,False,859 Lamont Ave,"A Zoning Certification pursuant to ZR 107-08 to facilitate a subdivision from one zoning lot into two lots is being sought by John Piccolo at 859 Lamont Avenue in Woodrow, SI03, Staten Island.",22DCP107R,In Public Review,,['5068810040'],['N220259RCR'],"[[-74.202441, 40.536552], [-74.202777, 40.536458], [-74.202897, 40.536715], [-74.202547, 40.536813], [-74.202441, 40.536552]]"
70,2022R0255,Savino Crispi,Staten Island,False,SD 54 Ridgecrest Ave,"A Zoning Certification pursuant to 107-08 to facilitate a subdivision from two zoning lot to three zoning lots is being sought by SCJP Developers, LLC at 54 Ridgecrest Avenue in Eltingville, SI03, Staten Island.",22DCP120R,In Public Review,,"['5052970034', '5052970037']",['N220308RCR'],"[[-74.155236, 40.535797], [-74.154968, 40.535648], [-74.155186, 40.535414], [-74.155219, 40.535433], [-74.155393, 40.535529], [-74.155454, 40.535562], [-74.155527, 40.535603], [-74.155292, 40.535828], [-74.155236, 40.535797]]"
71,2020R0222,Majid Lone,Staten Island,False,258 Flagg Place,"This is a private application by Majid Lone requesting authorizations for site alteration within steep slope buffer (ZR 105-422) and modify yard and height and setback regulations (ZR 105-432) to facilitate a second story and rear deck addition to an existing home at 258 Flagg Place in Todt Hill neighborhood, Community District 2, Staten Island.",22DCP106R,In Public Review,,"['5008950033', '5008950033']","['N220271ZAR', 'N220272ZAR', '220273LDR']","[[-74.106697, 40.585306], [-74.106718, 40.585287], [-74.10685, 40.585161], [-74.106859, 40.585153], [-74.106909, 40.585104], [-74.107227, 40.585338], [-74.107203, 40.585378], [-74.107176, 40.585429], [-74.107146, 40.585499], [-74.107119, 40.585562], [-74.107098, 40.585601], [-74.106697, 40.585306]]"
72,2022R0221,Gordon Rugg,Staten Island,False,426 Lamont Ave,"A Zoning Certification pursuant to 107-08 to facilitate a subdivision of one zoning lot into two lots is being sought by Gordon Rugg at 426 Lamont Avenue in Huguenot, SI03, Staten Island.",22DCP108R,In Public Review,,['5062970025'],['N220258RCR'],"[[-74.187816, 40.540435], [-74.187372, 40.540559], [-74.187247, 40.540296], [-74.187556, 40.540211], [-74.187691, 40.540173], [-74.187816, 40.540435]]"
73,2022R0185,Josif A LLC,Staten Island,False,South Avenue Retail Development Renewal ,"A renewal pursuant to ZR 11-43 of a previously approved Special Permit (N160174ZSR) to facilitate a 223,324 square foot retail development is being sought by Josif A LLC at 534 South Avenue, Arlington, Staten Island Community District 1.",22DCP060R,In Public Review,,"['5017070001', '5017070005']",['N220145CMR'],"[[-74.168313, 40.626868], [-74.168304, 40.626867], [-74.167961, 40.626799], [-74.166909, 40.626593], [-74.167573, 40.623906], [-74.169478, 40.624249], [-74.171505, 40.625371], [-74.171507, 40.625474], [-74.171508, 40.625513], [-74.171544, 40.627492], [-74.170347, 40.627597], [-74.169209, 40.627697], [-74.169358, 40.627073], [-74.168313, 40.626868]]"
74,2021R0287,Frank Martarella III,Staten Island,False,58 Cromwell Circle,"An authorization ZR 105-421 to facilitate a new residential home with a three-car garage and an in-ground swimming pool in the rear yard is being sought by Maurem Lata at 58 Cromwell Circle in the Todt Hill neighborhood, Community Board #2, Staten Island.",22DCP071R,In Public Review,,['5008940126'],"['N220194ZAR', 'N220195LDR']","[[-74.108771, 40.589908], [-74.108632, 40.589999], [-74.108308, 40.589718], [-74.108498, 40.589586], [-74.108691, 40.589451], [-74.108961, 40.5898], [-74.108933, 40.589813], [-74.108903, 40.589828], [-74.108885, 40.589838], [-74.108859, 40.589852], [-74.108833, 40.589867], [-74.10881, 40.589882], [-74.108789, 40.589896], [-74.108771, 40.589908]]"
75,2019R0378,Nia Zarafonitis,Staten Island,False,153 Highland Avenue,"This is a private application requesting CPC Authorizations pursuant to ZR 119-311, 119-314, and 119-316 for development in steep slope, modification of lot coverage, and modification of grading controls to facilitate a new single family home in an R2 district located at 153 Highland Avenue in the Special Hillsides Preservation District, Grymes Hill neighborhood, Community Board #1, Staten Island. ",21DCP165R,In Public Review,,['5005970017'],"['N210344ZAR', 'N210345ZAR', 'N210343ZAR']","[[-74.096888, 40.616595], [-74.096867, 40.616454], [-74.097225, 40.616423], [-74.097246, 40.616565], [-74.096888, 40.616595]]"
76,P2017R0423,DDC/DOT,Staten Island,False,Amboy Road Reconstruction,"An application by DOT and DDC for a City Map Change to facilitate the realignment of the roadway and acquire approximately 120 square feet of privately owned property at the corner of Amboy Road and Richmond Avenue in Community District 3, Borough of Staten Island.",16DOT010R,In Public Review,2021-07-16T00:00:01.000Z,['5052360001'],['C200357MMR'],"[[-74.164083, 40.54332], [-74.16347, 40.54364], [-74.163469, 40.543641], [-74.163167, 40.543335], [-74.163473, 40.543173], [-74.163538, 40.543242], [-74.163853, 40.543075], [-74.164083, 40.54332]]"
77,P2014R0368,John Massamillo,Staten Island,False,684 Van Duzer Street,"Private application for Special Hillsides Preservation District CPC Authorizations pursuant to ZR 119-311 Development in steep slope, 119-314 Modification of lot coverage controls, and 119-316 Modification of grading controls to facilitate the development of 3 attached homes fronting Van Duzer Street within an R2 District, which has BSA recent approval to modify residential land use, in CD 1",12BSA211R,In Public Review,,"['5006150095', '5006150095']","['N210064ZAR', 'N210065ZAR', 'N210066ZAR']","[[-74.085517, 40.623041], [-74.085293, 40.623018], [-74.085323, 40.62287], [-74.086402, 40.623], [-74.086375, 40.623127], [-74.085517, 40.623041]]"
78,P2013R0378,Michael Picciallo,Staten Island,False,Bradford Avenue,"This is a private application for a CPC Authorization pursuant to ZR 107-65 and for Modification of a prior CPC Authorization pursuant to ZR 26-27(A) in order to facilitate construction of one detached single-family home, as well as CPC Chair Certification for school seats.",04DCP039R,In Public Review,,['5069460008'],"['N130211RAR', 'M080258AZAR', 'N090389RCR']","[[-74.209806, 40.52952], [-74.209931, 40.529504], [-74.210309, 40.529455], [-74.210753, 40.529397], [-74.209832, 40.529683], [-74.209806, 40.52952]]"
